cluster_id,n_samples,MAE,RMSE,MAPE(%),R2
1,7537,1.2278781783569712,2.3733647126329336,1.029688004407075,0.9984938591373975
0,12674,2.6475580404533536,10.628076136657116,1.3477602650178218,0.9881306841267017
4,2426,3.6327085275170443,14.632326309718685,1.6458881314063891,0.986227427692414
