Stock,Test_Samples,Baseline_MAE,Baseline_R2,Global+Cluster_MAE,Global+Cluster_R2,Cluster_Specific_MAE,Cluster_Specific_R2,Blended_MAE,Blended_R2
AAPL,234,1.583758938781217,0.9650300061937951,2.266423068576389,0.9372353814529919,1.6706807297926685,0.9625399151494356,1.6706807297926685,0.9625399151494356
MSFT,234,0.6103311626727764,0.9878784324942534,0.6122965520875068,0.9872897276596052,0.6173149408845822,0.987568710808354,0.6173149408845822,0.987568710808354
GOOG,234,106.17440622704662,-1.4602027335356227,150.24180521125467,-3.0283225972931334,15.046578546507746,0.9475569720197825,15.046578546507746,0.9475569720197825
AMZN,234,117.38245481311766,-0.1481162903611999,173.42122133955993,-1.2293792410362823,15.105198098207131,0.9774641048183426,15.105198098207131,0.9774641048183426
NVDA,234,3.2576101228110814,0.9869015507561204,3.867246384579912,0.9830350721748629,3.27433348174788,0.986113628693982,3.27433348174788,0.986113628693982
