Strategy,SelectionMode,Deployable,Benchmark_Source,Scenario,DeadbandQ,Score,Sharpe_Ratio,Sharpe_CI_L,Sharpe_CI_H,IR,IR_CI_L,IR_CI_H,Alpha_tstat_NW,BetaHedgedSharpe,Beta_Realized,BetaNeutralPass,Strict_IR,Strict_Alpha_t,Strict_BetaPass,Total_Return,Max_Drawdown,Avg_Turnover
Selected_WFO_Strategy,fallback_no_feasible,False,SPY,10bps_10adv,0.1,-3.10689043284117,-3.8666675133302504,-7.037229852567193,-1.054166042059144,-4.8630299723033,-8.223962624557087,-1.6938194848795471,-2.505296104303446,-3.8666675133302504,-0.17986068360607463,False,-4.8630299723033,-2.505296104303446,False,-0.05464487993504552,-0.05737003807303109,0.02586206896551724
