Name,date,ret_1d,ret_5d,ret_10d,ret_20d,vol_5d,vol_20d,mom_5d,mom_20d,vol_norm,bb_upper,bb_lower,bb_pct,rsi_14,macd,macd_signal,macd_hist,atr_14,price_spread,sent_lag1,sent_lag5,sent_lag10,sent_roll5,cluster,dist_ema200,ema200_slope,dist_ema50,ema50_200_cross,sentiment_velocity_10d,sentiment_acceleration,adx_14,dist_52wk_high,momentum_12_1,fwd_logret_5d,fwd_logret_10d,fwd_logret_15d
AAPL,2013-02-28,-0.007129597117929709,-0.010446810246881877,-0.05483724945889712,,0.013690157617798432,0.012669856429041736,-0.010446810246881877,,0.6995809765938882,-3.2485710960280363,0.7514288817668985,-0.6242855552980713,24.296200701011955,-1.1698494909848307,-0.834773363879994,-0.3350761271048367,1.4471142857142887,0.014658143172670815,0.0,0.0,0.0,0.0,2,-0.06599661304750312,,-0.053906549783947044,0,0.0,,61.87870238006128,,,-0.02481326449061579,-0.0203687190087295,0.025343340072615645
AAPL,2013-03-01,-0.02476168425125802,-0.04511858437860039,-0.07741135028414725,,0.014623162334815379,0.013211419564866685,-0.04511858437860039,,1.1823218842700882,-3.7824461588514695,0.2175538211014888,-0.8912230866707929,20.813557187351492,-1.33738362078212,-0.9352954152604193,-0.40208820552170066,1.4558857142857171,0.01904848631383192,0.0,0.0,0.0,0.0,2,-0.08831562185385294,,-0.0745267500540331,0,0.0,,126.90795407664105,,,0.002898437442328885,0.030179522807880853,0.07049201470838307
AAPL,2013-03-04,-0.02420657054070441,-0.05137763191799816,-0.08716539062416806,,0.015811851680355656,0.013490425484287919,-0.05137763191799816,,1.2277587438060886,-4.053206244411633,-0.0532062617756098,-1.0266031287750497,13.362685396916575,-1.5721504333494352,-1.0626664188782224,-0.5094840144712127,1.4536428571428597,0.021902408211377847,0.0,0.0,0.0,0.0,2,-0.10940618858394599,,-0.09348347976105889,0,0.0,,192.50299697579385,,,0.04154811154508534,0.08150467048767845,0.09860420658514421
AAPL,2013-03-05,0.02641020812537187,-0.03970470154431416,-0.06271076563470124,,0.02080635145660278,0.015626337301592356,-0.03970470154431416,,1.3182969181992257,-3.255680756595778,0.7443192264355967,-0.6278403838717439,27.250118815041205,-1.6117455094822404,-1.1724822369990262,-0.4392632724832142,1.4587785714285733,0.0334914168854197,0.0,0.0,0.0,0.0,2,-0.08510356729015782,,-0.06699775767817355,0,0.0,,235.1288609998452,,,-0.006314553772446603,0.05273473365224891,0.06725140861381511
AAPL,2013-03-06,-0.012714334190047749,-0.04253037715379815,-0.05166137982015362,,0.020913500778537857,0.015219635637858112,-0.04253037715379815,,0.9535010630670959,-3.4422201246134567,0.557779859067939,-0.7211100678573181,25.784657471889048,-1.6868693382531532,-1.2753596572498516,-0.41150968100330165,1.4628571428571442,0.025419018295802686,0.0,0.0,0.0,0.0,2,-0.09586559538883223,,-0.07600274375566049,0,0.0,0.0,274.55833022202825,,,0.006295020197638372,0.06021360612587222,0.06021360612587222
AAPL,2013-03-07,0.01155918222362562,-0.024507945972777057,-0.03469872635854043,,0.022800241156729094,0.015354744301501435,-0.024507945972777057,,0.9723338868176363,-3.0866830159128305,0.9133169678873022,-0.5433415131066391,29.968144354011443,-1.6704316617830273,-1.3543740581564867,-0.31605760362654056,1.4968357142857154,0.025430934273409554,0.0,0.0,0.0,0.0,2,-0.08463657740486537,,-0.06292162368408376,0,0.0,0.0,313.58982312554195,,,0.00444454548188623,0.05015660456323132,0.027663753616471175
AAPL,2013-03-08,0.0026417738413992975,0.0029026419733411135,-0.04234690550205422,,0.019893350045907043,0.015033657042063709,0.0029026419733411135,,0.8209381491121941,-2.970081051575662,1.0299189322202305,-0.48504053082131454,33.187953237417446,-1.6255539191151769,-1.4086100303482247,-0.21694388876695214,1.461942857142858,0.015797529596525358,0.0,0.0,0.0,0.0,2,-0.08146694836375117,,-0.058213631836192894,0,0.0,0.0,340.8009468429701,,,0.027281085365551874,0.06759357726605401,-0.006529666054335822
AAPL,2013-03-11,0.014245827266506916,0.04242331324126636,-0.01113392804918345,-0.07812928308048739,0.014555840168421869,0.015246489860500305,0.04242331324126636,-0.07812928308048739,1.009117714647526,-2.539017269157483,1.4609827136075477,-0.2695086394681055,37.78753360049352,-1.501780714243047,-1.4272441671271894,-0.07453654711585767,1.512864285714286,0.03167723906337086,0.0,0.0,0.0,0.0,2,-0.06774736670530443,-0.011136376551179827,-0.0431161008418509,0,0.0,0.0,357.0426025255159,-0.08763823375835389,,0.03995655894259313,0.05705609504005886,-0.018620709111513287
AAPL,2013-03-12,-0.02155938663017476,-0.006294658875598991,-0.04574943286793409,-0.10730819382334678,0.015517796741817035,0.015336799071576732,-0.006294658875598991,-0.10730819382334678,0.9974511935918401,-3.0629280518249886,0.9370719291237778,-0.5314640319409335,38.510255743183365,-1.4952737222293493,-1.4408500781476214,-0.05442364408172784,1.514085714285714,0.02639851513026903,0.0,0.0,0.0,0.0,2,-0.08704815852542222,-0.01210318328653448,-0.06139957950871758,0,0.0,0.0,372.12413994418984,-0.10730819382334678,,0.05904928742469538,0.07356596238626169,0.008275550210432808
AAPL,2013-03-13,-0.00018626172713642752,0.006314875478549142,-0.03648407571103096,-0.08452668051009227,0.014136814179006576,0.014664555295153356,0.006314875478549142,-0.08452668051009227,0.8888713844874409,-2.982987893506335,1.0170120864390841,-0.4914939529989009,39.721797461645494,-1.474044896894064,-1.44748904189691,-0.02655585499715407,1.542549999999999,0.021337477608258156,0.0,0.0,0.0,0.0,2,-0.08642536729845597,-0.012813106131544183,-0.05930292002692722,0,0.0,0.0,388.58800649624123,-0.10747446814096573,,0.05391858592823389,0.05391858592823389,-0.001471843897040055
AAPL,2013-03-14,0.009689048384777355,0.004454437123343924,-0.02016267795379112,-0.07389426161197676,0.013820042990573243,0.014989904440703273,0.004454437123343924,-0.07389426161197676,0.677714132982434,-2.6130594954996935,1.3869404826293446,-0.30652975405559896,39.29912652681844,-1.393317527792128,-1.4366547390759536,0.04333721128382573,1.5502071428571418,0.009688325937929235,0.0,0.0,0.0,0.0,2,-0.07686114828215575,-0.013410807142318237,-0.04831537870006199,0,0.0,0.0,403.4730287330859,-0.09882674507813449,,0.045712059081345,0.023219208134584824,-0.0217379234988842
AAPL,2013-03-15,0.025802086890655884,0.027656621407330828,0.03063954065080976,-0.04914365784720276,0.01782349609621031,0.01637940217659778,0.027656621407330828,-0.04914365784720276,1.391516389921053,-1.60425085661213,2.395749118527504,0.19787456609374784,50.484539917940964,-1.1870186770394184,-1.3867275266686467,0.1997088496292283,1.5418357142857135,0.01573369474932372,0.0,0.0,0.0,0.0,2,-0.05254218684306487,-0.013760212126934901,-0.022849457730010486,0,0.0,0.0,392.7579796887923,-0.07557459445110526,,0.04031249190050211,-0.033810751419887576,-0.04012544685857528
AAPL,2013-03-18,0.027183697039597776,0.04076556125385289,0.08491828466964746,-0.009649041408884673,0.020176601278879516,0.0174088627905828,0.04076556125385289,-0.009649041408884673,1.2736408175282972,-0.45928030665533526,3.540719667573338,0.7703598427111517,53.56796581889584,-0.8744219287056509,-1.2842664070760477,0.4098444783703967,1.56612857142857,0.03568049299942848,0.0,0.0,0.0,0.0,2,-0.02652731602682291,-0.013720553828594606,0.0035669751521674865,0,0.0,0.0,370.63897003257085,-0.05044529429095679,,0.017099536097465784,-0.058577268054106374,-0.06514123698267953
AAPL,2013-03-19,-0.002698808653391338,0.06082752490842114,0.05414997751327677,-0.011956574670383913,0.014061773238089955,0.017416854810221708,0.06082752490842114,-0.011956574670383913,1.1029648551797921,-0.4768301257095314,3.523169847271396,0.7615849329626322,55.42556064442292,-0.6335609785443737,-1.154125321369713,0.5205643428253393,1.5730642857142842,0.02743692540904547,0.0,0.0,0.0,0.0,2,-0.028872813533264995,-0.013703538711492325,0.0008248439127571981,0,0.0,0.0,355.26937266990836,-0.05300796074759284,,0.014516674961566273,-0.05077373721426268,-0.042244728848776156
AAPL,2013-03-20,-0.005302870450089259,0.05539867435384571,0.062063385562616036,0.007195725607987535,0.015298300542833728,0.016550769484142937,0.05539867435384571,0.007195725607987535,0.6573695926110423,-0.7479163791385741,3.252083594328399,0.6260418058738043,55.88986883587881,-0.4650977158420062,-1.0163198002641716,0.5512220844221654,1.5890785714285707,0.017783372659936996,0.0,0.0,0.0,0.0,2,-0.03369544913076357,-0.013506723247899255,-0.0043073773147151205,0,0.0,0.0,340.9976036901427,-0.058029736849014135,,0.0,-0.05539042982527402,-0.04005434741112108
AAPL,2013-03-21,0.001436915091943991,0.046772958791435615,0.051435743118788846,0.014952261984721327,0.015899587909237733,0.01647589560753586,0.046772958791435615,0.014952261984721327,0.8207156891860194,-0.7578859735619501,3.24211400073132,0.6210570087880108,63.845757845009196,-0.32040772123654193,-0.8771373844586456,0.5567296632221037,1.5529571428571427,0.017405327508766145,0.0,0.0,0.0,0.0,2,-0.03199577476634467,-0.013240223732563394,-0.0027641535172104035,0,0.0,0.0,328.30668547093427,-0.05667620556173014,,-0.022492850946760092,-0.06744998258022925,-0.05197579869679073
AAPL,2013-03-22,0.020278126526850793,0.041136069952776744,0.06993037607297703,0.024622135543637347,0.014604028830013913,0.016911583012089577,0.041136069952776744,0.024622135543637347,0.8413812391820858,-0.1165404954355688,3.8834594807605347,0.9417297491333451,76.44566603258448,-0.09877416168825448,-0.7214647399045675,0.622690578216313,1.5315285714285716,0.01946289501744088,0.0,0.0,0.0,0.0,2,-0.012244919962145901,-0.012881717802409876,0.01676182124173826,0,0.0,0.0,323.07065329897364,-0.037547366302321805,,-0.07412324332038975,-0.08043793875907743,-0.09547310370520476
AAPL,2013-03-25,0.003614342803366144,0.017246570039998188,0.05871519740123543,0.04692753856879306,0.010021037161348573,0.01630414698488058,0.017246570039998188,0.04692753856879306,1.05314145016397,-0.23477373717235941,3.765226241135387,0.8826131283839905,73.26177870694995,0.09502163752124204,-0.5581674644194056,0.6531891019406476,1.4604071428571426,0.017623094389839576,0.0,0.0,0.0,0.0,2,-0.008589259133522343,-0.012325104793913577,0.0196195820146161,0,0.0,0.0,329.0059954019843,-0.03406873255213583,,-0.07567680415157219,-0.08224077308014534,-0.08397514550241468
AAPL,2013-03-26,-0.005271375419777402,0.014622553602424926,0.07633953225432233,0.02709760908034964,0.010472531038481744,0.01615532806610177,0.014622553602424926,0.02709760908034964,0.6320289118167675,-0.5471498355952347,3.452850143789904,0.7264250789205612,76.5995852650204,0.21792465242872083,-0.4029490410497803,0.6208736934785011,1.4041857142857144,0.011515487311633838,0.0,0.0,0.0,0.0,2,-0.01367977160761817,-0.01195291512049057,0.01367852433313539,0,0.0,0.0,331.6607662913151,-0.039160518892554896,,-0.06529041217582886,-0.05676140381034234,-0.13525275826082525
AAPL,2013-03-27,-0.019638262506356363,0.0,0.05539867435384571,0.016893429213398203,0.014489169489495256,0.016658208372822662,0.0,0.016893429213398203,0.7247758838745787,-1.2522459169264213,2.747754062749895,0.3738770374056892,65.1783675383306,0.20853157690120838,-0.2806529174595826,0.489184494360791,1.3986357142857142,0.013427723788155974,0.0,0.0,0.0,0.0,2,-0.032731301217726126,-0.011683083623072466,-0.005985573158474647,0,0.0,0.0,314.25865137216647,-0.058029736849014135,,-0.05539042982527402,-0.04005434741112108,-0.14246965305392703
AAPL,2013-03-28,-0.020836817233071514,-0.02224177278602757,0.02349087248343862,0.0028545556329104826,0.01714911262650134,0.017279362104162414,-0.02224177278602757,0.0028545556329104826,0.9672524602005745,-1.9405628716295775,2.059437108048305,0.029718559180174877,56.91554722004825,0.09144661371695406,-0.2062330112242753,0.29767962494122935,1.4357785714285716,0.023040272241604976,0.0,0.0,0.0,0.0,2,-0.052387440268782816,-0.011547977112592478,-0.025677586236823046,0,0.0,0.0,299.99824981941316,-0.07765739906127944,,-0.044957131633469115,-0.02948294775003067,-0.12529830481739582
AAPL,2013-04-01,-0.031062461751092396,-0.07144275168934533,-0.03324555576768029,-0.003624643674273176,0.013730190946309935,0.017809345805062198,-0.07144275168934533,-0.003624643674273176,0.8654886431337915,-2.928019373121399,1.07198060666213,-0.46400969278739795,44.83270844556749,-0.15802504249540306,-0.19659141747850084,0.038566374983097784,1.4570785714285717,0.03720574218295787,0.0,0.0,0.0,0.0,2,-0.08107447096065885,-0.011476100701463654,-0.05386679191435357,0,0.0,0.0,303.5249996419493,-0.10630763082434147,,-0.0063146954386876335,-0.0213498603848149,-0.07311317043723525
AAPL,2013-04-02,0.002056377381154606,-0.07288420187963562,-0.05689463433216391,0.02319225558308924,0.013220613547125977,0.01687677368985657,-0.07288420187963562,0.02319225558308924,1.1842048337487616,-2.943632503196601,1.0563674755951993,-0.4718162581511473,50.871628852277354,-0.3416279065649661,-0.2255987152957939,-0.11602919126917222,1.461471428571429,0.02731649478046532,0.0,0.0,0.0,0.0,2,-0.07845872299996091,-0.011168882556603532,-0.0499868395333093,0,0.0,0.0,308.1988214662106,-0.10446986205065834,,-0.006563968928573117,-0.008298341350842528,-0.05662836578319482
AAPL,2013-04-03,0.005114106464621404,-0.0632046329115844,-0.0495062924418308,0.0019629204489550744,0.015704059885965047,0.015848428835741165,-0.0632046329115844,0.0019629204489550744,0.8374066004022049,-2.7824966216845195,1.2175033570490208,-0.3912483171989338,52.26765216670116,-0.4565346757754156,-0.27178590739171826,-0.18474876838369736,1.4446142857142863,0.016134416196294046,0.0,0.0,0.0,0.0,2,-0.0730656879667811,-0.011049337882726218,-0.0434355005906588,0,0.0,0.0,312.5387988741576,-0.09989002558290827,,0.008529008365486451,-0.06996234608499631,-0.0633750960802858
AAPL,2013-04-04,-0.009884497219377453,-0.05388431594789955,-0.05388431594789955,0.004834826538264281,0.015252976759936407,0.015739154314047567,-0.05388431594789955,0.004834826538264281,0.8367504685420771,-3.1256897741706666,0.874310204351776,-0.5628448939657902,47.026395657493865,-0.5900196411024083,-0.3354326541338563,-0.25458698696855203,1.4799214285714295,0.022796009344449752,0.0,0.0,0.0,0.0,2,-0.08147644196961115,-0.010906438185797951,-0.05092213602350261,0,0.0,0.0,322.1258482817216,-0.10878716012216794,,0.01533608241415277,-0.08707922322865314,-0.04627144129317063
AAPL,2013-04-05,-0.010567437171455363,-0.043961535238016936,-0.06522552554595562,-0.017144705803936455,0.014242162801082101,0.015688017246738583,-0.043961535238016936,-0.017144705803936455,0.9031883578160754,-3.3960151017055002,0.6039848775317824,-0.6980075578549954,36.127090328853384,-0.7393868402491677,-0.4162234913569186,-0.32316334889224907,1.4422714285714295,0.012453458731488315,0.0,0.0,0.0,0.0,2,-0.09035757033325123,-0.010963256912145503,-0.05870151499988644,0,0.0,0.0,336.6182636230899,-0.11820499581397126,,0.015474183883438445,-0.08034117318392672,-0.014266703635061443
AAPL,2013-04-08,0.007112481412439475,-0.006294799650089389,-0.07728783353109925,-0.012762224722817739,0.008407332251199004,0.015770483328085488,-0.006294799650089389,-0.012762224722817739,0.7167790696889349,-3.129350531966465,0.8706494476858835,-0.5646752725063723,27.19097921215227,-0.8136843684667241,-0.49571566677887974,-0.31796870168784436,1.3274714285714297,0.011754542421669826,0.0,0.0,0.0,0.0,2,-0.0831224340579698,-0.010979698816552474,-0.05006918932193158,0,0.0,0.0,344.7259682119983,-0.11193324523711601,,-0.015035164946127194,-0.06679847499854752,0.009132528355563062
AAPL,2013-04-09,0.0018066224208412862,-0.006542473142797545,-0.07894983208910145,-0.02487018966377197,0.00838360559666259,0.0153982365102928,-0.006542473142797545,-0.02487018966377197,0.7453696598033009,-3.0066094678126896,0.9933905123753302,-0.5033047401057728,28.584506299116086,-0.8538469974865563,-0.5673419329204151,-0.2865050645661412,1.2589000000000006,0.013466213965341546,0.0,0.0,0.0,0.0,2,-0.08072080853506437,-0.011108549032173842,-0.04654508468924227,0,0.0,0.0,350.11923811543903,-0.11032884392675768,,-0.0017343724222694005,-0.05006439685462172,0.03633520650549612
AAPL,2013-04-10,0.020399330459972553,0.008565483983873579,-0.05518052719862154,0.016946549419811108,0.012880557142235348,0.015328770119771875,0.008565483983873579,0.016946549419811108,0.9235356222973965,-2.4236230469197046,1.5763769329050052,-0.21181152903784473,38.380840309925176,-0.7763225957501092,-0.609138065486354,-0.16718453026375524,1.2896214285714283,0.02536254004161822,0.0,0.0,0.0,0.0,2,-0.06138938282137815,-0.010853693770540795,-0.026060374929252998,0,0.0,0.0,338.2653217761607,-0.09218014801331376,,-0.07849135445048282,-0.07190410444577232,0.008229037349456436
AAPL,2013-04-11,-0.0031217164138338527,0.015454283600751406,-0.03926277584743931,0.013960792773006103,0.01164629681787666,0.015354277014383981,0.015454283600751406,0.013960792773006103,0.8149889433345745,-2.5526225669931906,1.4473774124803898,-0.2763112893371604,37.08620282869693,-0.7222368383127176,-0.6317578200516267,-0.09047901826109084,1.278499999999999,0.015633285034170268,0.0,0.0,0.0,0.0,2,-0.06372024498770401,-0.010628122771243587,-0.02799147684628563,0,0.0,0.0,325.5675337147636,-0.09501410414606482,,-0.10241530564280592,-0.06160752370732353,0.0254379917136486
AAPL,2013-04-12,-0.010430785645098584,0.015594529013134961,-0.029052565661613183,-0.006244163293448124,0.011606220727781098,0.015400643680958592,0.015594529013134961,-0.006244163293448124,0.5971310695849167,-2.8678093226484016,1.1321906569901632,-0.4339046675189246,25.889327682227588,-0.7232598279180351,-0.6500582216249084,-0.07320160629312666,1.2363571428571423,0.01177363480856266,0.0,0.0,0.0,0.0,2,-0.07280840874149416,-0.01058785408150964,-0.036689846456381146,0,0.0,0.0,316.89588440291845,-0.10445381803755471,,-0.09581535706736519,-0.029740887518499872,0.04588389286085678
AAPL,2013-04-15,-0.023149874836929762,-0.014922701196148247,-0.021123565431969804,-0.05366685652706937,0.01606105860030515,0.014933425263307442,-0.014922701196148247,-0.05366685652706937,0.8261161379892618,-3.4191233589099257,0.5808766218876892,-0.7095616859587194,20.796207549625663,-0.8292070724473604,-0.6858879917893989,-0.1433190806579615,1.2575785714285719,0.01986378451947554,0.0,0.0,0.0,0.0,2,-0.09342237413209036,-0.010993978832252949,-0.05680842626384188,0,0.0,0.0,321.35121568490956,-0.1251856000606757,,-0.051763310052420346,0.02416769330169032,0.0928707276265916
AAPL,2013-04-16,0.015220453996015237,-0.001732869267555448,-0.008264005159710042,-0.06468846194019306,0.01804178212711894,0.01387790495713953,-0.001732869267555448,-0.06468846194019306,0.8275349547223874,-2.887427731521612,1.1125722491093213,-0.44371387167736315,27.862693378855482,-0.829940587990869,-0.714698511029693,-0.11524207696117605,1.2723714285714292,0.014169488628251365,0.0,0.0,0.0,0.0,2,-0.07889407993566687,-0.011514079454993498,-0.04085583073395122,0,0.0,0.0,325.48830901788426,-0.11187052773134754,,-0.048330024432352264,0.038069578927765475,0.0733016454677105
AAPL,2013-04-17,-0.05499298751547832,-0.07548994720555768,-0.06757107115541672,-0.11373217038801975,0.026175712113636337,0.018064232980928407,-0.07548994720555768,-0.11373217038801975,2.4259753775006017,-4.0944104474656715,-0.09441046487536701,-1.0472052303641997,23.56245844358409,-1.0881820535820452,-0.7893952195401635,-0.2987868340418818,1.4532285714285724,0.05583496109750751,0.0,0.0,0.0,0.0,2,-0.1284249518290276,-0.012501808480400056,-0.0902626904187652,0,0.0,0.0,350.15503178926804,-0.16071142071194588,,0.006587250004710513,0.08672039179993922,0.14109963501138548
AAPL,2013-04-18,-0.02668796096123227,-0.09734540373361522,-0.08339552360939273,-0.13278612881448315,0.025549998106041985,0.018652779862261333,-0.09734540373361522,-0.13278612881448315,1.6348100007407806,-4.246036506059078,-0.24603652123764302,-1.1230182589549065,23.230946709788512,-1.4006130359844562,-0.911638782829022,-0.4889742531554342,1.510242857142858,0.04093231036048431,0.0,0.0,0.0,0.0,2,-0.15040320895575066,-0.013658338690712757,-0.11054644800362026,0,0.0,0.0,378.4150187972206,-0.18311032155119356,,0.0408077819354825,0.12785329735645454,0.15279048874670353
AAPL,2013-04-19,-0.0038780797434611047,-0.09136822698408298,-0.07719854243753,-0.13738875248161597,0.026320506937952973,0.018564951904358855,-0.09136822698408298,-0.13738875248161597,1.4544038457324808,-3.9732077593732607,0.026792226759925004,-0.9866038848634661,26.682996628850248,-1.646760238311309,-1.0586630739254794,-0.5880971643858295,1.4953714285714297,0.03713037663857968,0.0,0.0,0.0,0.0,2,-0.15240175269759537,-0.014850095539856056,-0.11001721915022274,0,0.0,0.0,407.3608827149122,-0.18627828486582831,,0.06607446954886531,0.14169924992822194,0.14832135429186585
AAPL,2013-04-22,0.020844274680542618,-0.05044640996357019,-0.06461631445741367,-0.13691009303333523,0.031335779501963035,0.018609427036719424,-0.05044640996357019,-0.13691009303333523,1.021469745467876,-3.4310793642686948,0.5689206216917194,-0.7155396868999794,32.624939068680234,-1.7280771604954666,-1.1925458912394769,-0.5355312692559897,1.4946571428571436,0.027403393682592658,0.0,0.0,0.0,0.0,2,-0.13357261599674405,-0.016049751088048847,-0.0881956144624985,0,0.0,0.0,428.9786362402695,-0.16931684592204943,,0.07593100335411057,0.14463403767901192,0.13159194375315453
AAPL,2013-04-23,0.018711986065654385,-0.04718071845942107,-0.04883182970993705,-0.12392639704283537,0.032065895921791626,0.019360858347526242,-0.04718071845942107,-0.12392639704283537,1.5043121845081637,-2.9834002938522532,1.0165996910255783,-0.4917001516361153,36.36377021158227,-1.6870807073862366,-1.2914528544688288,-0.39562785291740776,1.5173428571428578,0.02356662098751836,0.0,0.0,0.0,0.0,2,-0.11632812079271204,-0.01711393084414925,-0.06853556159727421,0,0.0,0.0,437.0720812814852,-0.15377311431796903,,0.08639960336011779,0.12163166990006284,0.08883599665233745
AAPL,2013-04-24,-0.0016443031102149064,0.006608993653419715,-0.06937986613411651,-0.12073197574248773,0.019389560373110827,0.019389079996504487,0.006608993653419715,-0.12073197574248773,2.1019677942125656,-2.958016397933687,1.041983585397514,-0.47900820413210404,37.799758635595346,-1.6433452446096481,-1.3618313324969928,-0.2815139121126553,1.6499928571428575,0.05610887537854347,0.0,0.0,0.0,0.0,2,-0.11674601420727858,-0.018130851975586948,-0.06750492471188485,0,0.0,0.0,432.5356428696029,-0.15516456781804344,,0.08013314179522872,0.13451238500667498,0.05607939054489543
