Stock,Test_Samples,02C_GlobalSent_MAE,02C_GlobalSent_R2,02C_ClusterSpecific_MAE,02C_ClusterSpecific_R2,02C_Blended_MAE,02C_Blended_R2
AAPL,228,1.4601776077506847,0.9668928538915067,1.5533907548432597,0.963174739917996,1.4601782183885603,0.9668928265390451
MSFT,228,0.5938937442632097,0.9872133166776589,0.7497757090668764,0.9826291627298959,0.5938937051239992,0.9872133134865707
GOOG,228,8.120661209599492,0.9798109886001429,8.067140090007248,0.9789661305613118,8.120663326822504,0.979810987195435
AMZN,228,11.147500486423578,0.9853750449347423,10.794005841596396,0.9854402372108947,11.147500253073089,0.985375044319194
NVDA,228,2.919914667310947,0.9885833686750639,4.298868309935204,0.9806554690980567,2.9199143596960995,0.9885833703390088
