Stock,02B_Blended_MAE,02C_GlobalSent_MAE,02C_ClusterSpecific_MAE,02C_Blended_MAE,Best_Model
AAPL,1.6706807297926685,1.4176634880142254,1.577957676649862,1.4176637608072828,02C_GlobalSent_MAE
AMZN,15.105198098207133,10.9111446301613,10.61614292322192,10.9111428883208,02C_ClusterSpecific_MAE
GOOG,15.046578546507746,8.266866332483394,8.148287123193564,8.266867973218364,02C_ClusterSpecific_MAE
MSFT,0.6173149408845822,0.6190272694669271,0.7102413284170956,0.6190267137939311,02B_Blended_MAE
NVDA,3.27433348174788,2.9766711981856004,4.480454749926328,2.9766707533188836,02C_Blended_MAE
